what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473838109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473838125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473838156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473846812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473847750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473847750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473847765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473857718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473860687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473861765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473862109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473895578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473896265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473897625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473919171
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250473923984
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250473925625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473926734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473926750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473927265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473927484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473928234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250474120406
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250474122640
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1250474150500
