what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498967703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250498972828
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498976984
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498978031
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250498984328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498992328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498999265
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498999500
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498999671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250499018781
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250499030546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499034453
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499049375
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250499049609
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250499049765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250499089109
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250499091031
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250499091234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250499127437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499156078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499156093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499156437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499206859
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250499216968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250499225562
