what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477447031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477447828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477447937
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250477449828
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250477472656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477474765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477726906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477730203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477731875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477733156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477733171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477733515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477780953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477787593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477789046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477791187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477791203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477791250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477808843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477831281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477831296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477831328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477836968
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250477838843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1250477843703
