what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500430750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250500441671
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1250500444093
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250500444453
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500460281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500537828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500537843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500537890
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500553406
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500559531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500577515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500594109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500594125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500599765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500599812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500602078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500602078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500627531
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500627593
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250500629437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500633515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500635015
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500635437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500639359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500765859
