what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476745640
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476746750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476751656
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1250476760046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476760109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476761390
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250476763296
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250476775203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476778656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476825484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476831312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477046640
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250477048203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477051015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477060906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477061000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477061281
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250477062937
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1250477066578
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250477068843
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250477088390
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250477088796
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1250477101593
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1250477102609
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1250477102765
