what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1250498299812
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250498300156
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498302468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498367328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498635468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498636296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498636343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498636359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498638390
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250498638453
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1250498640500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498649078
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498663578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1250498664031
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250498669296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498672968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498892390
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250498896359
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498908953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498910109
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1250498910140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498913781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498914703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1250498914734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250498925359
