what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472905250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472905265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472905312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472933875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472934375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472941281
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250472942703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472945281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472945296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472945312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472993296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472996406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473386718
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1250473408906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250473412593
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250473426640
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250473431437
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250473437359
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250473440375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473468015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473469593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473470406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473530171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473535203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250473577453
