what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250483474453
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250483474953
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1250483478187
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250483480500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483483531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483483546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483484218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483484703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483486984
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483488484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483490859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483490890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483490906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483494343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483497281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483497296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483497328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483521937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483523531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483523546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483523875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483524812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483525296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483532328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250483533015
