what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.ui,1.0.100.v20090527-1812,"org.eclipse.equinox.p2.ui",1250583911906
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1250583911906
started,bundle,org.eclipse.equinox.p2.metadata,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata",1250583912031
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090604-1131,"org.eclipse.ecf.identity",1250583912750
started,bundle,org.eclipse.ecf,3.0.0.v20090604-1131,"org.eclipse.ecf",1250583912750
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer.httpclient",1250583912828
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer",1250583913234
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583913500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583918000
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.install",1250583918062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583925562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583947390
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.install",1250583947468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583949312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583949937
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1250583954468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583963703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583964234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583972578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583972953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250583977656
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250583982531
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1250583984203
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.closeProject",1250583986859
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250583987390
