what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500776125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500782640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500803390
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500809109
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500830031
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500852140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500864437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500864468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500864546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500865968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500866375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500874546
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500880890
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500909671
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500917265
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500917468
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500918953
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250500919171
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250500928296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500946328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500948187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500948484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500948531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500948921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250500956671
