what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.import",1250476477687
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476492687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476498796
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476499687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476639796
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1250476658421
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1250476661203
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476662265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476664687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476665625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476668546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476675515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476677312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476680812
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476684203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476689156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476692875
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.import",1250476700484
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476701343
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476713437
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1250476718796
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1250476740468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250476741421
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1250476743375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250476745468
