what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250472762937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250472765015
executed,command,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1250472768234
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250472769843
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250472771656
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250472773843
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250472776609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472777640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472778375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472809906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472810562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472811812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472814171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472814171
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472814234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472821609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472823906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472823921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472824625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472878656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472881796
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472882359
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472884000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250472903578
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250472904703
