what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501703265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501717109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501720734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501729812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501729828
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501733703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501733750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501735000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501735015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501736718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501749875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501749875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501750000
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501751640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501753515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501821265
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250501833750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501841250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501885640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501893109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501893125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501893203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501895656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501897562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250501897593
