what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502956921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502961781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502965578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502977500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502977515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250502980218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503102578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503104390
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503213359
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250503215109
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250503221046
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250503222625
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250503222625
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250503222640
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250503222687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503224656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503228109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503234046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503240234
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.rename.element",1250503240250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503243890
started,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1250503249156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503249437
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.rename.element",1250503249453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250503252796
