what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250497092500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497095125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497096937
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1250497097015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250497098484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497112765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497156281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497162203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497213375
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250497216750
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250497216937
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250497217765
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250497218031
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250497235890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497243875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497257828
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250497258015
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250497258156
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250497268453
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250497274343
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250497274546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250497283578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250497286812
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250497290125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250497294406
