what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1250477103781
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1250477105921
executed,command,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors.lineNumberToggle",1250477109000
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250477110187
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250477114625
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250477126578
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250477130109
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250477137562
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250477156625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477175531
started,bundle,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui",1250477182171
started,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1250477214531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477237937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477238921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477269031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477269406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477270015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1250477276656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477280109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477332484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477335062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477348484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477351546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477351656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250477364656
